H_um,p_inlet_Pa,Nx,Ny,dt,n_passos,nm_membrana,np_rede,w_centro_max_m,w_centro_final_m,w_max_m,p_outlet_max_Pa,p_outlet_final_Pa,q_outlet_max_abs_m3s,q_outlet_final_m3s,volume_final_m3,potencia_max_abs_W,potencia_final_W,tempo_execucao_s
1750,5000.0,51,51,0.05,241,2601,224,7.33971157549314e-05,4.2009589831373566e-05,7.33971157549314e-05,5156.599772340151,5001.339285547241,1.4364244970713136e-05,-9.178606923734322e-08,4.1699149389956323e-10,0.07182122485356568,-0.0004589303461867161,2.8548258330010867
1750,5000.0,101,101,0.00625,1921,10201,224,8.026128280695958e-05,4.770343230126868e-05,8.026128280695958e-05,5211.207567195697,5019.587967936307,1.5119393697514516e-05,-1.342434095017927e-06,4.717530430073644e-10,0.07559696848757258,-0.006712170475089635,101.2401096249996
1750,5000.0,101,101,0.0125,961,10201,224,7.90329124042358e-05,4.653179280269431e-05,7.90329124042358e-05,5200.339382118615,5015.534277509902,1.4988495607955183e-05,-1.0646200687086732e-06,4.5562793323861743e-10,0.07494247803977591,-0.0053231003435433655,51.943613593999544
1750,5000.0,101,101,0.025,481,10201,224,7.674196157836362e-05,4.430267291400788e-05,7.674196157836362e-05,5182.561534007925,5009.303885605332,1.4730400817993873e-05,-6.376288389734804e-07,4.3373676594599255e-10,0.07365200408996937,-0.003188144194867402,26.836696776999815
1750,5000.0,101,101,0.05,241,10201,224,7.286010650727185e-05,4.1652675364770585e-05,7.286010650727185e-05,5155.138245791768,5002.646113979126,1.4217124069451608e-05,-1.8134773534027114e-07,4.1063275092600663e-10,0.07108562034725804,-0.0009067386767013557,14.520603934000974
1750,10000.0,51,51,0.00625,1921,2601,224,0.0001618682223436829,9.67531796697614e-05,0.0001618682223436829,10425.932028021332,10025.953910339076,3.055062810830274e-05,-1.778715089409568e-06,9.61387662876637e-10,0.3055062810830274,-0.01778715089409568,18.55434599
1750,10000.0,51,51,0.0125,961,2601,224,0.00015932076937400424,9.425077153770573e-05,0.00015932076937400424,10404.333094712643,10021.456745251093,3.028737740446109e-05,-1.4705081449623104e-06,9.281180757353452e-10,0.3028737740446109,-0.014705081449623104,9.533302729998468
1750,10000.0,51,51,0.025,481,2601,224,0.00015463646939527025,8.955982642967212e-05,0.00015463646939527025,10368.758854113896,10012.652891177959,2.9768283054472256e-05,-8.671482704528257e-07,8.824536295014622e-10,0.29768283054472255,-0.008671482704528256,5.01520206799978
1750,10000.0,51,51,0.05,241,2601,224,0.0001467942315098628,8.401917966274713e-05,0.0001467942315098628,10313.199544680301,10002.678571094482,2.8728489941426273e-05,-1.8357213847468644e-07,8.339829877991265e-10,0.2872848994142627,-0.0018357213847468644,2.8435026280003513
1750,10000.0,101,101,0.00625,1921,10201,224,0.00016052256561391916,9.540686460253737e-05,0.00016052256561391916,10422.415134391395,10039.175935872614,3.023878739502903e-05,-2.684868190035854e-06,9.435060860147287e-10,0.3023878739502903,-0.02684868190035854,100.62907079999968
1750,10000.0,101,101,0.0125,961,10201,224,0.0001580658248084716,9.306358560538862e-05,0.0001580658248084716,10400.67876423723,10031.068555019803,2.9976991215910365e-05,-2.1292401374173464e-06,9.112558664772349e-10,0.29976991215910365,-0.021292401374173462,51.4916745190003
1750,10000.0,101,101,0.025,481,10201,224,0.00015348392315672724,8.860534582801576e-05,0.00015348392315672724,10365.12306801585,10018.607771210663,2.9460801635987746e-05,-1.2752576779469608e-06,8.674735318919851e-10,0.2946080163598775,-0.012752576779469608,26.75808739599961
1750,10000.0,101,101,0.05,241,10201,224,0.0001457202130145437,8.330535072954117e-05,0.0001457202130145437,10310.276491583536,10005.292227958253,2.8434248138903216e-05,-3.626954706805423e-07,8.212655018520133e-10,0.2843424813890322,-0.0036269547068054227,14.463387841999065
1750,20000.0,51,51,0.00625,1921,2601,224,0.0003237364446873658,0.0001935063593395228,0.0003237364446873658,20851.864056042665,20051.907820678152,6.110125621660548e-05,-3.557430178819136e-06,1.922775325753274e-09,1.2220251243321096,-0.07114860357638272,18.50626600800024
1750,20000.0,51,51,0.0125,961,2601,224,0.0003186415387480085,0.00018850154307541145,0.0003186415387480085,20808.666189425287,20042.913490502186,6.057475480892218e-05,-2.9410162899246207e-06,1.8562361514706903e-09,1.2114950961784436,-0.05882032579849242,9.551549000001614
1750,20000.0,51,51,0.025,481,2601,224,0.0003092729387905405,0.00017911965285934424,0.0003092729387905405,20737.51770822779,20025.305782355917,5.953656610894451e-05,-1.7342965409056514e-06,1.7649072590029244e-09,1.1907313221788902,-0.034685930818113025,5.143426272999932
1750,20000.0,51,51,0.05,241,2601,224,0.0002935884630197256,0.00016803835932549426,0.0002935884630197256,20626.399089360602,20005.357142188965,5.7456979882852546e-05,-3.671442769493729e-07,1.667965975598253e-09,1.1491395976570509,-0.0073428855389874575,2.7455216770013067
1750,20000.0,101,101,0.00625,1921,10201,224,0.00032104513122783833,0.00019081372920507473,0.00032104513122783833,20844.83026878279,20078.351871745228,6.047757479005806e-05,-5.369736380071708e-06,1.8870121720294575e-09,1.2095514958011613,-0.10739472760143416,101.43284121500074
1750,20000.0,101,101,0.0125,961,10201,224,0.0003161316496169432,0.00018612717121077723,0.0003161316496169432,20801.35752847446,20062.137110039606,5.995398243182073e-05,-4.258480274834693e-06,1.8225117329544697e-09,1.1990796486364146,-0.08516960549669385,51.44436730399866
1750,20000.0,101,101,0.025,481,10201,224,0.0003069678463134545,0.0001772106916560315,0.0003069678463134545,20730.2461360317,20037.215542421327,5.892160327197549e-05,-2.5505153558939216e-06,1.7349470637839702e-09,1.17843206543951,-0.051010307117878434,26.84293888100001
1750,20000.0,101,101,0.05,241,10201,224,0.0002914404260290874,0.00016661070145908234,0.0002914404260290874,20620.552983167072,20010.584455916505,5.686849627780643e-05,-7.253909413610846e-07,1.6425310037040265e-09,1.1373699255561287,-0.014507818827221691,14.477795216000231
